+,-,*,/,%,>,<,>=,<=,==,!=,||,&&,IDENTIFIER,LITERAL_INT,LITERAL_FLOAT,LITERAL_STRING,LITERAL_CHAR,null,stonks,not_stonks,[,],",",intijur,flote,bulen,strin,char,array,(,),!,;,=,let,if,{,},else,whil,coll,retun,funkshun,$,program,funcOrStatement,arithmeticOperator,relationalOperator,logicalOperator,operator,functionName,constant,booleanConstant,arrayConstant,commaConst,dataType,arrayType,elementType,varName,term,statement,declarationStatement,declare,letStatement,ifStatement,whileStatement,callStatement,returnStatement,expression,arrayExpression,commaExpr,functionDefinition,statements,parameterList,commaDataID,functionCall,commaTerm
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,s123,ee,ee,ee,ee,ee,ee,ee,s122,ee,ee,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,121.0
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,r78,r78,ee,ee,ee,ee,ee,ee,ee,r78,ee,r78,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,r79,r79,ee,ee,ee,ee,ee,ee,ee,r79,ee,r79,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,e0,ee,r81,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,s124,ee,ee,ee,ee,ee,ee,ee,ee,e0,ee,ee,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,s44,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,s51,s45,s46,s48,s49,s50,s52,s53,ee,ee,ee,ee,ee,ee,ee,ee,ee,s41,e0,s43,ee,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,33.0,39.0,47.0,ee,ee,ee,ee,ee,40.0,37.0,ee,ee,ee,ee,ee,ee,ee,ee,125.0,ee,ee,ee,ee,ee,ee,42.0,ee
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,s126,ee,ee,ee,ee,ee,ee,ee,ee,e0,ee,ee,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
r49,r49,r49,r49,r49,r49,r49,r49,r49,r49,r49,r49,r49,ee,ee,ee,ee,ee,ee,ee,ee,ee,r49,r49,ee,ee,ee,ee,ee,ee,ee,r49,ee,r49,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,r40,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,e0,ee,ee,ee,ee,ee,ee,e1,ee,ee,ee,ee,r40,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,s127,ee,ee,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,e0,ee,ee,ee,ee,ee,s128,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,s129,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,e0,ee,ee,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,s28,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,e0,ee,ee,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,27.0,ee,ee,ee,130.0,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,e0,ee,ee,s131,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,r65,r65,r65,r65,r65,r65,ee,e0,ee,ee,ee,r65,r65,ee,r65,ee,r65,r65,r65,ee,r65,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,r66,r66,r66,r66,r66,r66,ee,e0,ee,ee,ee,r66,r66,ee,r66,ee,r66,r66,r66,ee,r66,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,s11,s12,s13,s14,s15,s22,ee,e0,ee,ee,ee,s17,s18,ee,s132,ee,s19,s20,s21,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,135.0,16.0,ee,ee,ee,134.0,5.0,ee,6.0,7.0,8.0,9.0,10.0,ee,ee,ee,ee,133.0,ee,ee,ee,ee
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,s11,s12,s13,s14,s15,s22,ee,e0,ee,ee,ee,s17,s18,ee,s137,ee,s19,s20,s21,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,135.0,16.0,ee,ee,ee,134.0,5.0,ee,6.0,7.0,8.0,9.0,10.0,ee,ee,ee,ee,136.0,ee,ee,ee,ee
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,s138,ee,ee,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,r97,ee,ee,ee,ee,ee,ee,ee,ee,ee,r97,r97,ee,ee,ee,ee,ee,ee,ee,r97,ee,r97,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,s44,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,s51,s45,s46,s48,s49,s50,s52,s53,ee,ee,ee,ee,ee,ee,ee,ee,ee,s41,e0,s43,ee,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,33.0,39.0,47.0,ee,ee,ee,ee,ee,40.0,139.0,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,42.0,ee
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,e0,ee,r82,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,r84,s108,ee,ee,ee,ee,ee,ee,ee,e0,ee,ee,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,140.0,ee,ee,ee,ee,ee,ee
r48,r48,r48,r48,r48,r48,r48,r48,r48,r48,r48,r48,r48,ee,ee,ee,ee,ee,ee,ee,ee,ee,r48,r48,ee,ee,ee,ee,ee,ee,ee,r48,ee,r48,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,e0,ee,ee,ee,ee,ee,s141,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,s11,s12,s13,s14,s15,s22,ee,e0,ee,ee,ee,s17,s18,ee,e1,ee,s19,s20,s21,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,135.0,16.0,ee,ee,ee,134.0,5.0,ee,6.0,7.0,8.0,9.0,143.0,ee,ee,ee,ee,142.0,ee,ee,ee,ee
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,s145,ee,ee,ee,ee,ee,ee,ee,r92,ee,ee,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,144.0,ee,ee
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,e0,ee,r63,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,s44,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,s51,s45,s46,s48,s49,s50,s52,s53,ee,ee,ee,ee,ee,ee,ee,ee,ee,s41,e0,s43,ee,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,33.0,39.0,47.0,ee,ee,ee,ee,ee,40.0,37.0,ee,ee,ee,ee,ee,ee,ee,ee,146.0,ee,ee,ee,ee,ee,ee,42.0,ee
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,r68,r68,r68,r68,r68,r68,ee,e0,ee,ee,ee,r68,r68,ee,r68,s147,r68,r68,r68,ee,r68,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,s11,s12,s13,s14,s15,s22,ee,e0,ee,ee,ee,s17,s18,ee,s148,ee,s19,s20,s21,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,135.0,16.0,ee,ee,ee,149.0,5.0,ee,6.0,7.0,8.0,9.0,10.0,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,r90,r90,r90,r90,r90,r90,ee,e0,ee,ee,ee,r90,r90,ee,r90,ee,r90,r90,r90,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,s28,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,e0,ee,ee,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,27.0,ee,ee,ee,26.0,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,s11,s12,s13,s14,s15,s22,ee,e0,ee,ee,ee,s17,s18,ee,s150,ee,s19,s20,s21,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,135.0,16.0,ee,ee,ee,149.0,5.0,ee,6.0,7.0,8.0,9.0,10.0,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,r74,r74,r74,r74,r74,r74,ee,e0,ee,ee,ee,r74,r74,ee,r74,ee,r74,r74,r74,ee,r74,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
r96,r96,r96,r96,r96,r96,r96,r96,r96,r96,r96,r96,r96,ee,ee,ee,ee,ee,ee,ee,ee,ee,r96,r96,ee,ee,ee,ee,ee,ee,ee,r96,ee,r96,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,s123,ee,ee,ee,ee,ee,ee,ee,r99,ee,ee,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,151.0
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,r83,ee,ee,ee,ee,ee,ee,ee,ee,e0,ee,ee,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,s11,s12,s13,s14,s15,s22,ee,e0,ee,ee,ee,s17,s18,ee,e1,ee,s19,s20,s21,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,135.0,16.0,ee,ee,ee,134.0,5.0,ee,6.0,7.0,8.0,9.0,153.0,ee,ee,ee,ee,152.0,ee,ee,ee,ee
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,s11,s12,s13,s14,s15,s22,ee,e0,ee,ee,ee,s17,s18,ee,e1,ee,s19,s20,s21,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,135.0,16.0,ee,ee,ee,149.0,5.0,ee,6.0,7.0,8.0,9.0,154.0,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,r58,r58,r58,r58,r58,r58,ee,e0,ee,ee,ee,r58,r58,ee,s155,ee,r58,r58,r58,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,r91,ee,ee,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,s11,s12,s13,s14,s15,s22,ee,e0,ee,ee,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,156.0,16.0,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,e0,ee,s157,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,e0,ee,ee,ee,ee,ee,s158,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,r70,r70,r70,r70,r70,r70,ee,e0,ee,ee,ee,r70,r70,ee,r70,s159,r70,r70,r70,ee,r70,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,r89,r89,r89,r89,r89,r89,ee,e0,ee,ee,ee,r89,r89,ee,r89,ee,r89,r89,r89,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,r73,r73,r73,r73,r73,r73,ee,e0,ee,ee,ee,r73,r73,ee,r73,ee,r73,r73,r73,ee,r73,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,r98,ee,ee,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,s11,s12,s13,s14,s15,s22,ee,e0,ee,ee,ee,s17,s18,ee,e1,ee,s19,s20,s21,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,135.0,16.0,ee,ee,ee,149.0,5.0,ee,6.0,7.0,8.0,9.0,160.0,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,r58,r58,r58,r58,r58,r58,ee,e0,ee,ee,ee,r58,r58,ee,s161,ee,r58,r58,r58,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,r58,r58,r58,r58,r58,r58,ee,e0,ee,ee,ee,r58,r58,ee,s162,ee,r58,r58,r58,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,r88,r88,r88,r88,r88,r88,ee,e0,ee,ee,ee,r88,r88,ee,e1,ee,r88,r88,r88,ee,r88,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,s163,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,e0,ee,ee,ee,ee,ee,ee,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,r64,r64,r64,r64,r64,r64,ee,e0,ee,ee,ee,r64,r64,ee,r64,ee,r64,r64,r64,ee,r64,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,s11,s12,s13,s14,s15,s22,ee,e0,ee,ee,ee,s17,s18,ee,s164,ee,s19,s20,s21,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,135.0,16.0,ee,ee,ee,134.0,5.0,ee,6.0,7.0,8.0,9.0,10.0,ee,ee,ee,ee,165.0,ee,ee,ee,ee
ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,e0,ee,ee,ee,ee,ee,s166,e1,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee,ee
